ID,DESCRIPTION,Attribut1,Additional Feature,Application,Characteristic,Temp,Height,Length in mm,Rating,Material,Size,Code,Joule-integral-Nom (J),LC Risk,Maximum AC Voltage Rating,Maximum DC Voltage Rating,Maximum Power Dissipation,Mounting,Mounting Feature,Number of Terminals,Operating Temperature-Max (Cel),Operating Temperature-Min (Cel),Physical Dimension,Pre-arcing time-Min (ms),Product Diameter,Product Length,Rated Breaking Capacity (A),Rated Current (A),Rated Voltage (V),Rated Voltage(AC) (V),Rated Voltage(DC) (V),SIMILAR_PARTS
a613,indicator chip very fast movement 0.6a 63v smd solder pad 1206 epoxy tr csaul electric indicator very fast blow 0.6a 63vac 63vdc 50a ir surface mount,very fast,rated breaking capacity at 63 vdc: 50 a,battery packcell phonedigital cameradvd playerhard disk drive,very fast,1.52mm,0.58mm,3.18mm,0.6a,epoxy,3.18 x 1.52 x 0.58mm,e0,0.0131j,high,63v,63v,,surface mount,surface mount,2.0,90cel,-55cel,3.18mm  x  1.52mm  x  0.58mm,,,3.18mm,50a,0.6a,,63v,63v,"[['a612', 'indicator chip very fast movement 0.5a 63v smd solder pad 1206 epoxy tr csaul electric indicator very fast blow 0.5a 63vac 63vdc 50a ir surface mount'], ['a596', 'indicator chip very fast movement 1.5a 63v smd solder pad 1206 epoxy csaul electric indicator very fast blow 1.5a 63vac 63vdc 50a ir surface mount 1206'], ['a588', 'indicator chip very fast movement 2a 63v smd solder pad 1206 epoxy tr csaul electric indicator very fast blow 2a 63vac 63vdc 50a ir surface mount'], ['a585', 'indicator chip very fast movement 1a 63v smd solder pad 1206 epoxy tr csaul electric indicator very fast blow 1a 63vac 63vdc 50a ir surface mount'], ['a597', 'indicator chip very fast movement 1.5a 63v smd solder pad 1206 epoxy tr csa electric indicator very fast blow 1.5a 63vac 63vdc 50a ir surface mount 1206']]"
a614,indicator chip very fast movement 0.75a 63v smd solder pad 1206 epoxy tr csaul electric indicator very fast blow 0.75a 63vac 63vdc 50a ir surface mount 1206,very fast,rated breaking capacity at 63 vdc: 50 a,battery packcell phonedigital cameradvd playerhard disk drive,very fast,1.52mm,0.58mm,3.18mm,0.75a,epoxy,3.18 x 1.52 x 0.58mm,e0,0.017j,high,63v,63v,,surface mount,surface mount,2.0,90cel,-55cel,3.18mm  x  1.52mm  x  0.58mm,,,3.18mm,50a,0.75a,63v,63v,63v,"[['a603', 'indicator chip very fast movement 1.75a 63v smd solder pad 1206 epoxy tr csaul electric indicator very fast blow 1.75a 63vac 63vdc 50a ir surface mount'], ['a706', 'indicator chip fast movement 1.75a 63v smd solder pad 1206 ceramic tr csaul electric indicator fast blow 1.75a 63vac 63vdc 50a ir surface mount 1206'], ['a710', 'indicator chip fast movement 0.75a 63v smd solder pad 1206 ceramic tr csaul electric indicator fast blow 0.75a 63vac 63vdc 50a ir surface mount 1206'], ['a759', 'indicator chip fast movement 0.75a 63v smd solder pad 1206 ceramic automotive electric indicator 0.75a 63vac 63vdc 50a ir surface mount'], ['a561', 'indicator chip very fast movement 1.75a 63v smd solder pad 1206 epoxy tr csaul ']]"
a615,indicator chip very fast movement 0.8a 63v smd solder pad 1206 epoxy tr csaul electric indicator very fast blow 0.8a 63vac 63vdc 50a ir surface mount,very fast,rated breaking capacity at 63 vdc: 50 a,battery packcell phonedigital cameradvd playerhard disk drive,very fast,1.52mm,0.58mm,3.18mm,0.8a,epoxy,3.18 x 1.52 x 0.58mm,e0,0.0305j,high,63v,63v,,surface mount,surface mount,2.0,90cel,-55cel,3.18mm  x  1.52mm  x  0.58mm,,,3.18mm,50a,0.8a,,63v,63v,"[['a612', 'indicator chip very fast movement 0.5a 63v smd solder pad 1206 epoxy tr csaul electric indicator very fast blow 0.5a 63vac 63vdc 50a ir surface mount'], ['a596', 'indicator chip very fast movement 1.5a 63v smd solder pad 1206 epoxy csaul electric indicator very fast blow 1.5a 63vac 63vdc 50a ir surface mount 1206'], ['a588', 'indicator chip very fast movement 2a 63v smd solder pad 1206 epoxy tr csaul electric indicator very fast blow 2a 63vac 63vdc 50a ir surface mount'], ['a585', 'indicator chip very fast movement 1a 63v smd solder pad 1206 epoxy tr csaul electric indicator very fast blow 1a 63vac 63vdc 50a ir surface mount'], ['a597', 'indicator chip very fast movement 1.5a 63v smd solder pad 1206 epoxy tr csa electric indicator very fast blow 1.5a 63vac 63vdc 50a ir surface mount 1206']]"
a616,indicator electric indicator very fast blow 1a 32vac  50a ir surface mount,,rated breaking capacity at 32 vdc: 50 a,,very fast,0.81mm,0.31mm,1.6mm,,,,e0,0.021j,high,,,,,surface mount,,90cel,-55cel,1.6mm  x  0.81mm  x  0.31mm,,,,50a,1a,,32v,32v,"[['a821', 'indicator electric indicator very fast blow 1a 125vac  50a ir surface mount'], ['a589', 'indicator electric indicator very fast blow 3a 32vac  50a ir surface mount'], ['a617', 'indicator chip very fast movement 1a 32v smd solder pad 0603 epoxy tr csaul electric indicator very fast blow 1a 32vac 32vdc 50a ir surface mount'], ['a646', 'indicator electric indicator very fast blow 0.375a 32vac  50a ir surface mount'], ['a628', 'indicator electric indicator very fast blow 5a 32vac  35a ir surface mount']]"
a617,indicator chip very fast movement 1a 32v smd solder pad 0603 epoxy tr csaul electric indicator very fast blow 1a 32vac 32vdc 50a ir surface mount,very fast,rated breaking capacity at 32 vdc: 50 a,battery packcell phonedigital cameradvd playerhard disk drive,very fast,0.81mm,0.31mm,1.6mm,1a,epoxy,1.6 x 0.81 x 0.31mm,e3,0.0212j,high,32v,32v,,surface mount,surface mount,2.0,90cel,-55cel,1.6mm  x  0.81mm  x  0.31mm,,,1.6mm,50a,1a,,32v,32v,"[['a618', 'indicator chip very fast movement 1a 32v smd solder pad 0603 epoxy tr csaul '], ['a659', 'indicator chip very fast movement 1a 32v smd solder pad 0402 epoxy glass tr csa electric indicator very fast blow 1a 32vdc 35a ir surface mount nano'], ['a629', 'indicator chip very fast movement 5a 32v smd solder pad 0603 epoxy tr csaul electric indicator very fast blow 5a 32vac 32vdc 35a ir surface mount'], ['a634', 'indicator chip very fast movement 2.5a 32v smd solder pad 0603 epoxy tr csaul electric indicator very fast blow 2.5a 32vac 32vdc 35a ir surface mount'], ['a636', 'indicator chip very fast movement 3.5a 32v smd solder pad 0603 epoxy tr csaul electric indicator very fast blow 3.5a 32vac 32vdc 35a ir surface mount']]"
a618,indicator chip very fast movement 1a 32v smd solder pad 0603 epoxy tr csaul ,very fast,,battery packcell phonedigital cameradvd playerhard disk drive,,,,,1a,epoxy,1.6 x 0.81 x 0.31mm,,,high,32v,32v,,surface mount,,2.0,,,,,,1.6mm,,,,,,"[['a630', 'indicator chip very fast movement 5a 32v smd solder pad 0603 epoxy tr csaul '], ['a632', 'indicator chip very fast movement 1.5a 32v smd solder pad 0603 epoxy tr csaul '], ['a635', 'indicator chip very fast movement 2.5a 32v smd solder pad 0603 epoxy tr csaul '], ['a637', 'indicator chip very fast movement 3.5a 32v smd solder pad 0603 epoxy tr csaul '], ['a621', 'indicator chip very fast movement 2a 32v smd solder pad 0603 epoxy tr csaul ']]"
a619,indicator electric indicator very fast blow 2a 32vac  35a ir surface mount,,rated breaking capacity at 32 vdc: 35 a,,very fast,0.81mm,0.31mm,1.6mm,,,,e0,0.104j,high,,,,,surface mount,,90cel,-55cel,1.6mm  x  0.81mm  x  0.31mm,,,,35a,2a,,32v,32v,"[['a660', 'indicator electric indicator very fast blow 2a 35a ir surface mount'], ['a628', 'indicator electric indicator very fast blow 5a 32vac  35a ir surface mount'], ['a633', 'indicator electric indicator very fast blow 2.5a 32vac  35a ir surface mount'], ['a622', 'indicator electric indicator very fast blow 3a 32vac  35a ir surface mount'], ['a625', 'indicator electric indicator very fast blow 4a 32vac  35a ir surface mount']]"
a620,indicator chip very fast movement 2a 32v smd solder pad 0603 epoxy tr csaul electric indicator very fast blow 2a 32vac 32vdc 35a ir surface mount,very fast,rated breaking capacity at 32 vdc: 35 a,battery packcell phonedigital cameradvd playerhard disk drive,very fast,0.81mm,0.31mm,1.6mm,2a,epoxy,1.6 x 0.81 x 0.31mm,e3,0.104j,high,32v,32v,,surface mount,surface mount,2.0,90cel,-55cel,1.6mm  x  0.81mm  x  0.31mm,,,1.6mm,35a,2a,,32v,32v,"[['a621', 'indicator chip very fast movement 2a 32v smd solder pad 0603 epoxy tr csaul '], ['a629', 'indicator chip very fast movement 5a 32v smd solder pad 0603 epoxy tr csaul electric indicator very fast blow 5a 32vac 32vdc 35a ir surface mount'], ['a634', 'indicator chip very fast movement 2.5a 32v smd solder pad 0603 epoxy tr csaul electric indicator very fast blow 2.5a 32vac 32vdc 35a ir surface mount'], ['a636', 'indicator chip very fast movement 3.5a 32v smd solder pad 0603 epoxy tr csaul electric indicator very fast blow 3.5a 32vac 32vdc 35a ir surface mount'], ['a662', 'indicator chip very fast movement 2a 32v smd solder pad 0402 epoxy glass tr csa electric indicator very fast blow 2a 32vdc 35a ir surface mount nano']]"
a621,indicator chip very fast movement 2a 32v smd solder pad 0603 epoxy tr csaul ,very fast,,battery packcell phonedigital cameradvd playerhard disk drive,,,,,2a,epoxy,1.6 x 0.81 x 0.31mm,,,high,32v,32v,,surface mount,,2.0,,,,,,1.6mm,,,,,,"[['a630', 'indicator chip very fast movement 5a 32v smd solder pad 0603 epoxy tr csaul '], ['a632', 'indicator chip very fast movement 1.5a 32v smd solder pad 0603 epoxy tr csaul '], ['a635', 'indicator chip very fast movement 2.5a 32v smd solder pad 0603 epoxy tr csaul '], ['a637', 'indicator chip very fast movement 3.5a 32v smd solder pad 0603 epoxy tr csaul '], ['a618', 'indicator chip very fast movement 1a 32v smd solder pad 0603 epoxy tr csaul ']]"
a622,indicator electric indicator very fast blow 3a 32vac  35a ir surface mount,,rated breaking capacity at 32 vdc: 35 a,,very fast,0.81mm,0.31mm,1.6mm,,,,e0,0.198j,high,,,,,surface mount,,90cel,-55cel,1.6mm  x  0.81mm  x  0.31mm,,,,35a,3a,,32v,32v,"[['a589', 'indicator electric indicator very fast blow 3a 32vac  50a ir surface mount'], ['a628', 'indicator electric indicator very fast blow 5a 32vac  35a ir surface mount'], ['a633', 'indicator electric indicator very fast blow 2.5a 32vac  35a ir surface mount'], ['a619', 'indicator electric indicator very fast blow 2a 32vac  35a ir surface mount'], ['a625', 'indicator electric indicator very fast blow 4a 32vac  35a ir surface mount']]"
a623,indicator chip very fast movement 3a 32v smd solder pad 0603 epoxy tr csaul electric indicator very fast blow 3a 32vac 32vdc 35a ir surface mount,very fast,rated breaking capacity at 32 vdc: 35 a,battery packcell phonedigital cameradvd playerhard disk drive,very fast,0.81mm,0.31mm,1.6mm,3a,epoxy,1.6 x 0.81 x 0.31mm,e3,0.198j,high,32v,32v,,surface mount,surface mount,2.0,90cel,-55cel,1.6mm  x  0.81mm  x  0.31mm,,,1.6mm,35a,3a,,32v,32v,"[['a590', 'indicator chip very fast movement 3a 32v smd solder pad 1206 epoxy tr csaul electric indicator very fast blow 3a 32vac 32vdc 50a ir surface mount'], ['a624', 'indicator chip very fast movement 3a 32v smd solder pad 0603 epoxy tr csaul '], ['a629', 'indicator chip very fast movement 5a 32v smd solder pad 0603 epoxy tr csaul electric indicator very fast blow 5a 32vac 32vdc 35a ir surface mount'], ['a634', 'indicator chip very fast movement 2.5a 32v smd solder pad 0603 epoxy tr csaul electric indicator very fast blow 2.5a 32vac 32vdc 35a ir surface mount'], ['a636', 'indicator chip very fast movement 3.5a 32v smd solder pad 0603 epoxy tr csaul electric indicator very fast blow 3.5a 32vac 32vdc 35a ir surface mount']]"
a624,indicator chip very fast movement 3a 32v smd solder pad 0603 epoxy tr csaul ,very fast,,battery packcell phonedigital cameradvd playerhard disk drive,,,,,3a,epoxy,1.6 x 0.81 x 0.31mm,,,high,32v,32v,,surface mount,,2.0,,,,,,1.6mm,,,,,,"[['a630', 'indicator chip very fast movement 5a 32v smd solder pad 0603 epoxy tr csaul '], ['a632', 'indicator chip very fast movement 1.5a 32v smd solder pad 0603 epoxy tr csaul '], ['a635', 'indicator chip very fast movement 2.5a 32v smd solder pad 0603 epoxy tr csaul '], ['a637', 'indicator chip very fast movement 3.5a 32v smd solder pad 0603 epoxy tr csaul '], ['a621', 'indicator chip very fast movement 2a 32v smd solder pad 0603 epoxy tr csaul ']]"
a625,indicator electric indicator very fast blow 4a 32vac  35a ir surface mount,,rated breaking capacity at 32 vdc: 35 a,,very fast,0.81mm,0.31mm,1.6mm,,,,e0,0.352j,high,,,,,surface mount,,90cel,-55cel,1.6mm  x  0.81mm  x  0.31mm,,,,35a,4a,,32v,32v,"[['a628', 'indicator electric indicator very fast blow 5a 32vac  35a ir surface mount'], ['a633', 'indicator electric indicator very fast blow 2.5a 32vac  35a ir surface mount'], ['a619', 'indicator electric indicator very fast blow 2a 32vac  35a ir surface mount'], ['a622', 'indicator electric indicator very fast blow 3a 32vac  35a ir surface mount'], ['a638', 'indicator electric indicator very fast blow 1.25a 32vac  35a ir surface mount']]"
a626,indicator chip very fast movement 4a 32v smd solder pad 0603 epoxy tr csaul electric indicator very fast blow 4a 32vac 32vdc 35a ir surface mount,very fast,rated breaking capacity at 32 vdc: 35 a,battery packcell phonedigital cameradvd playerhard disk drive,very fast,0.81mm,0.31mm,1.6mm,4a,epoxy,1.6 x 0.81 x 0.31mm,e3,0.352j,high,32v,32v,,surface mount,surface mount,2.0,90cel,-55cel,1.6mm  x  0.81mm  x  0.31mm,,,1.6mm,35a,4a,,32v,32v,"[['a627', 'indicator chip very fast movement 4a 32v smd solder pad 0603 epoxy tr csaul '], ['a666', 'indicator chip very fast movement 4a 32v smd solder pad 0402 epoxy glass tr csa electric indicator very fast blow 4a 32vdc 35a ir surface mount nano'], ['a629', 'indicator chip very fast movement 5a 32v smd solder pad 0603 epoxy tr csaul electric indicator very fast blow 5a 32vac 32vdc 35a ir surface mount'], ['a634', 'indicator chip very fast movement 2.5a 32v smd solder pad 0603 epoxy tr csaul electric indicator very fast blow 2.5a 32vac 32vdc 35a ir surface mount'], ['a636', 'indicator chip very fast movement 3.5a 32v smd solder pad 0603 epoxy tr csaul electric indicator very fast blow 3.5a 32vac 32vdc 35a ir surface mount']]"
a627,indicator chip very fast movement 4a 32v smd solder pad 0603 epoxy tr csaul ,very fast,,battery packcell phonedigital cameradvd playerhard disk drive,,,,,4a,epoxy,1.6 x 0.81 x 0.31mm,,,high,32v,32v,,surface mount,,2.0,,,,,,1.6mm,,,,,,"[['a630', 'indicator chip very fast movement 5a 32v smd solder pad 0603 epoxy tr csaul '], ['a632', 'indicator chip very fast movement 1.5a 32v smd solder pad 0603 epoxy tr csaul '], ['a635', 'indicator chip very fast movement 2.5a 32v smd solder pad 0603 epoxy tr csaul '], ['a637', 'indicator chip very fast movement 3.5a 32v smd solder pad 0603 epoxy tr csaul '], ['a621', 'indicator chip very fast movement 2a 32v smd solder pad 0603 epoxy tr csaul ']]"
a628,indicator electric indicator very fast blow 5a 32vac  35a ir surface mount,,rated breaking capacity at 32 vdc: 35 a,,very fast,0.81mm,0.31mm,1.6mm,,,,e0,1.297j,high,,,,,surface mount,,90cel,-55cel,1.6mm  x  0.81mm  x  0.31mm,,,,35a,5a,,32v,32v,"[['a633', 'indicator electric indicator very fast blow 2.5a 32vac  35a ir surface mount'], ['a669', 'indicator electric indicator very fast blow 1.5a 35a ir surface mount'], ['a619', 'indicator electric indicator very fast blow 2a 32vac  35a ir surface mount'], ['a622', 'indicator electric indicator very fast blow 3a 32vac  35a ir surface mount'], ['a625', 'indicator electric indicator very fast blow 4a 32vac  35a ir surface mount']]"
a629,indicator chip very fast movement 5a 32v smd solder pad 0603 epoxy tr csaul electric indicator very fast blow 5a 32vac 32vdc 35a ir surface mount,very fast,rated breaking capacity at 32 vdc: 35 a,battery packcell phonedigital cameradvd playerhard disk drive,very fast,0.81mm,0.31mm,1.6mm,5a,epoxy,1.6 x 0.81 x 0.31mm,e3,1.297j,high,32v,32v,,surface mount,surface mount,2.0,90cel,-55cel,1.6mm  x  0.81mm  x  0.31mm,,,1.6mm,35a,5a,,32v,32v,"[['a634', 'indicator chip very fast movement 2.5a 32v smd solder pad 0603 epoxy tr csaul electric indicator very fast blow 2.5a 32vac 32vdc 35a ir surface mount'], ['a636', 'indicator chip very fast movement 3.5a 32v smd solder pad 0603 epoxy tr csaul electric indicator very fast blow 3.5a 32vac 32vdc 35a ir surface mount'], ['a631', 'indicator chip very fast movement 1.5a 32v smd solder pad 0603 epoxy tr csaul electric indicator very fast blow 1.5a 32vac 32vdc 35a ir supplemental surface mount 0603'], ['a651', 'indicator chip very fast movement 0.5a 32v smd solder pad 0603 epoxy tr csa electric indicator very fast blow 0.5a 32vac 32vdc 50a ir surface mount'], ['a598', 'indicator chip very fast movement 2.5a 32v smd solder pad 1206 epoxy tr csaul electric indicator very fast blow 2.5a 32vac 32vdc 50a ir surface mount']]"
a630,indicator chip very fast movement 5a 32v smd solder pad 0603 epoxy tr csaul ,very fast,,battery packcell phonedigital cameradvd playerhard disk drive,,,,,5a,epoxy,1.6 x 0.81 x 0.31mm,,,high,32v,32v,,surface mount,,2.0,,,,,,1.6mm,,,,,,"[['a632', 'indicator chip very fast movement 1.5a 32v smd solder pad 0603 epoxy tr csaul '], ['a635', 'indicator chip very fast movement 2.5a 32v smd solder pad 0603 epoxy tr csaul '], ['a637', 'indicator chip very fast movement 3.5a 32v smd solder pad 0603 epoxy tr csaul '], ['a621', 'indicator chip very fast movement 2a 32v smd solder pad 0603 epoxy tr csaul '], ['a618', 'indicator chip very fast movement 1a 32v smd solder pad 0603 epoxy tr csaul ']]"
a631,indicator chip very fast movement 1.5a 32v smd solder pad 0603 epoxy tr csaul electric indicator very fast blow 1.5a 32vac 32vdc 35a ir supplemental surface mount 0603,very fast,rated breaking capacity at 32 vdc: 35 a,battery packcell phonedigital cameradvd playerhard disk drive,very fast,0.81mm,0.31mm,1.6mm,1.5a,epoxy,603,e0,0.0526j,high,32v,32v,,surface mount,surface mount,2.0,90cel,-55cel,1.6mm  x  0.81mm  x  0.31mm,,,1.6mm,35a,1.5a,32v,32v,32v,"[['a629', 'indicator chip very fast movement 5a 32v smd solder pad 0603 epoxy tr csaul electric indicator very fast blow 5a 32vac 32vdc 35a ir surface mount'], ['a634', 'indicator chip very fast movement 2.5a 32v smd solder pad 0603 epoxy tr csaul electric indicator very fast blow 2.5a 32vac 32vdc 35a ir surface mount'], ['a636', 'indicator chip very fast movement 3.5a 32v smd solder pad 0603 epoxy tr csaul electric indicator very fast blow 3.5a 32vac 32vdc 35a ir surface mount'], ['a651', 'indicator chip very fast movement 0.5a 32v smd solder pad 0603 epoxy tr csa electric indicator very fast blow 0.5a 32vac 32vdc 50a ir surface mount'], ['a727', 'indicator chip fast movement 1.5a 32v smd solder pad 0603 ceramic tr csaul electric indicator fast blow 1.5a 32vdc 50a ir surface mount 0603']]"
a632,indicator chip very fast movement 1.5a 32v smd solder pad 0603 epoxy tr csaul ,very fast,,battery packcell phonedigital cameradvd playerhard disk drive,,,,,1.5a,epoxy,1.6 x 0.81 x 0.31mm,,,high,32v,32v,,surface mount,,2.0,,,,,,1.6mm,,,,,,"[['a632', 'indicator chip very fast movement 1.5a 32v smd solder pad 0603 epoxy tr csaul '], ['a635', 'indicator chip very fast movement 2.5a 32v smd solder pad 0603 epoxy tr csaul '], ['a637', 'indicator chip very fast movement 3.5a 32v smd solder pad 0603 epoxy tr csaul '], ['a621', 'indicator chip very fast movement 2a 32v smd solder pad 0603 epoxy tr csaul '], ['a618', 'indicator chip very fast movement 1a 32v smd solder pad 0603 epoxy tr csaul ']]"
a633,indicator electric indicator very fast blow 2.5a 32vac  35a ir surface mount,,rated breaking capacity at 32 vdc: 35 a,,very fast,0.813mm,0.305mm,1.6mm,,,,e0,0.175j,high,,,,,surface mount,,90cel,-55cel,1.6mm  x  0.813mm  x  0.305mm,,,,35a,2.5a,,32v,32v,"[['a633', 'indicator electric indicator very fast blow 2.5a 32vac  35a ir surface mount'], ['a669', 'indicator electric indicator very fast blow 1.5a 35a ir surface mount'], ['a619', 'indicator electric indicator very fast blow 2a 32vac  35a ir surface mount'], ['a622', 'indicator electric indicator very fast blow 3a 32vac  35a ir surface mount'], ['a625', 'indicator electric indicator very fast blow 4a 32vac  35a ir surface mount']]"
